run_id,cutoff_date,dataset_alias,dataset_path,base_champion_variant,lr_equivalent_variant,model_family,model_variant,variant_stage,balance_tag,trial_rank_cv,accuracy,balanced_accuracy,f1_pos,top1_hit,top2_hit,coverage,test_events,search_log_path,delta_top2_vs_lr_equivalente,delta_bal_acc_vs_lr_equivalente,delta_coverage_vs_lr_equivalente,delta_top2_vs_baseline,delta_bal_acc_vs_baseline,delta_coverage_vs_baseline,gate_top2_ok,gate_bal_acc_ok,gate_coverage_ok,gate_pass,delta_top2_vs_day051_champion,delta_bal_acc_vs_day051_champion,delta_coverage_vs_day051_champion,promotable_vs_day051_champion,promotion_decision,model_path,metadata_path,metrics_json_path,params_json
20260306T_day05_run03,2028-02-21,V2_TRANSPORT_ONLY,./data/public/day041/dataset_modelo_v2_transport_only.csv,V2_TRANSPORT_ONLY_LIGHTGBM_CLASS_WEIGHT_BALANCED_v1,V2_TRANSPORT_ONLY_LR_smote_0.5_v1,LIGHTGBM,V2_TRANSPORT_ONLY_LIGHTGBM_CLASS_WEIGHT_BALANCED_TUNED_v1,phase2_short_tuning,CLASS_WEIGHT_BALANCED,1,0.9092173412622291,0.8699085692584339,0.6945296111021462,0.7470565894417015,0.8822635776680593,1.0,2633,./artifacts/public/metrics/day05_2/20260306T_day05_run03_phase2_trials.csv,0.022028577668059324,0.004061569258433817,0.0,0.023927577668059308,0.004824569258433886,0.0,True,False,True,False,-0.0003794223319406598,-0.011522430741566114,0.0,False,keep_day051_champion,./models/candidates/day05_2_short_tuning/v2_transport_only_lightgbm_class_weight_balanced_tuned_v1/20260306T_day05_run03/model.pkl,./models/candidates/day05_2_short_tuning/v2_transport_only_lightgbm_class_weight_balanced_tuned_v1/20260306T_day05_run03/metadata.json,./artifacts/public/metrics/candidates/20260306/20260306T_day05_run03_V2_TRANSPORT_ONLY_LIGHTGBM_CLASS_WEIGHT_BALANCED_TUNED_v1_metrics.json,"{""class_weight"": ""balanced"", ""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": -1, ""min_child_samples"": 50, ""n_estimators"": 600, ""num_leaves"": 63, ""random_state"": 0, ""subsample"": 0.8}"
20260306T_day05_run03,2028-02-21,V2_TRANSPORT_ONLY,./data/public/day041/dataset_modelo_v2_transport_only.csv,V2_TRANSPORT_ONLY_LIGHTGBM_CLASS_WEIGHT_BALANCED_v1,V2_TRANSPORT_ONLY_LR_smote_0.5_v1,LIGHTGBM,V2_TRANSPORT_ONLY_LIGHTGBM_CLASS_WEIGHT_BALANCED_TUNED_ALT_v1,phase2_short_tuning,CLASS_WEIGHT_BALANCED,2,0.8549779397659697,0.8655119308738658,0.6050156739811913,0.7664261298898595,0.8765666540068363,1.0,2633,./artifacts/public/metrics/day05_2/20260306T_day05_run03_phase2_trials.csv,0.016331654006836338,-0.00033506912613423534,0.0,0.018230654006836322,0.00042793087386583384,0.0,True,False,True,False,-0.006076345993163645,-0.015919069126134167,0.0,False,keep_day051_champion,./models/candidates/day05_2_short_tuning/v2_transport_only_lightgbm_class_weight_balanced_tuned_alt_v1/20260306T_day05_run03/model.pkl,./models/candidates/day05_2_short_tuning/v2_transport_only_lightgbm_class_weight_balanced_tuned_alt_v1/20260306T_day05_run03/metadata.json,./artifacts/public/metrics/candidates/20260306/20260306T_day05_run03_V2_TRANSPORT_ONLY_LIGHTGBM_CLASS_WEIGHT_BALANCED_TUNED_ALT_v1_metrics.json,"{""class_weight"": ""balanced"", ""colsample_bytree"": 1.0, ""learning_rate"": 0.05, ""max_depth"": 6, ""min_child_samples"": 20, ""n_estimators"": 300, ""num_leaves"": 31, ""random_state"": 0, ""subsample"": 1.0}"
