fecha_raw,source_file
2019-11-03,SOURCE_317A92A173A2
2019-11-03,SOURCE_317A92A173A2
2019-11-03,SOURCE_317A92A173A2
2019-11-03,SOURCE_317A92A173A2
2019-11-03,SOURCE_317A92A173A2
2019-11-03,SOURCE_317A92A173A2
2019-11-03,SOURCE_317A92A173A2
2019-11-03,SOURCE_317A92A173A2
2019-11-03,SOURCE_317A92A173A2
2019-11-03,SOURCE_317A92A173A2
2019-11-03,SOURCE_317A92A173A2
2019-11-03,SOURCE_317A92A173A2
2019-11-03,SOURCE_317A92A173A2
2019-11-03,SOURCE_317A92A173A2
2019-11-03,SOURCE_317A92A173A2
2019-11-03,SOURCE_317A92A173A2
2019-11-03,SOURCE_317A92A173A2
2019-11-03,SOURCE_317A92A173A2
2019-11-03,SOURCE_317A92A173A2
2019-11-03,SOURCE_317A92A173A2
2019-11-03,SOURCE_317A92A173A2
2019-11-03,SOURCE_317A92A173A2
2019-11-03,SOURCE_317A92A173A2
2019-11-03,SOURCE_317A92A173A2
2019-11-03,SOURCE_317A92A173A2
2019-11-03,SOURCE_317A92A173A2
2019-11-03,SOURCE_317A92A173A2
2019-11-03,SOURCE_317A92A173A2
2019-11-03,SOURCE_317A92A173A2
2019-11-04,SOURCE_AEA6BE73D25A
2019-11-04,SOURCE_AEA6BE73D25A
2019-11-04,SOURCE_AEA6BE73D25A
2019-11-04,SOURCE_AEA6BE73D25A
2019-11-04,SOURCE_AEA6BE73D25A
2019-11-04,SOURCE_AEA6BE73D25A
2019-11-04,SOURCE_AEA6BE73D25A
2019-11-04,SOURCE_AEA6BE73D25A
2019-11-04,SOURCE_AEA6BE73D25A
2019-11-04,SOURCE_AEA6BE73D25A
2019-11-04,SOURCE_AEA6BE73D25A
2019-11-04,SOURCE_AEA6BE73D25A
2019-11-04,SOURCE_AEA6BE73D25A
2019-11-04,SOURCE_AEA6BE73D25A
2019-11-04,SOURCE_AEA6BE73D25A
2019-11-04,SOURCE_AEA6BE73D25A
2019-11-04,SOURCE_AEA6BE73D25A
2019-11-04,SOURCE_AEA6BE73D25A
2019-11-04,SOURCE_AEA6BE73D25A
2019-11-04,SOURCE_AEA6BE73D25A
2019-11-04,SOURCE_AEA6BE73D25A
2019-11-04,SOURCE_AEA6BE73D25A
2019-11-04,SOURCE_AEA6BE73D25A
2019-11-04,SOURCE_AEA6BE73D25A
2019-11-04,SOURCE_AEA6BE73D25A
2019-11-04,SOURCE_AEA6BE73D25A
2019-11-04,SOURCE_AEA6BE73D25A
2019-11-04,SOURCE_AEA6BE73D25A
2019-11-04,SOURCE_AEA6BE73D25A
2019-11-04,SOURCE_AEA6BE73D25A
2019-11-05,SOURCE_D34EA8830143
2019-11-05,SOURCE_D34EA8830143
2019-11-05,SOURCE_D34EA8830143
2019-11-05,SOURCE_D34EA8830143
2019-11-05,SOURCE_D34EA8830143
2019-11-05,SOURCE_D34EA8830143
2019-11-05,SOURCE_D34EA8830143
2019-11-05,SOURCE_D34EA8830143
2019-11-05,SOURCE_D34EA8830143
2019-11-05,SOURCE_D34EA8830143
2019-11-05,SOURCE_D34EA8830143
2019-11-05,SOURCE_D34EA8830143
2019-11-05,SOURCE_D34EA8830143
2019-11-05,SOURCE_D34EA8830143
2019-11-05,SOURCE_D34EA8830143
2019-11-05,SOURCE_D34EA8830143
2019-11-05,SOURCE_D34EA8830143
2019-11-05,SOURCE_D34EA8830143
2019-11-05,SOURCE_D34EA8830143
2019-11-05,SOURCE_D34EA8830143
2019-11-05,SOURCE_D34EA8830143
2019-11-05,SOURCE_D34EA8830143
2019-11-05,SOURCE_D34EA8830143
2019-11-05,SOURCE_D34EA8830143
2019-11-05,SOURCE_D34EA8830143
2019-11-05,SOURCE_D34EA8830143
2019-11-05,SOURCE_D34EA8830143
2019-11-05,SOURCE_D34EA8830143
2019-11-05,SOURCE_D34EA8830143
2019-11-05,SOURCE_D34EA8830143
2019-11-06,SOURCE_B70BA6704377
2019-11-06,SOURCE_B70BA6704377
2019-11-06,SOURCE_B70BA6704377
2019-11-06,SOURCE_B70BA6704377
2019-11-06,SOURCE_B70BA6704377
2019-11-06,SOURCE_B70BA6704377
2019-11-06,SOURCE_B70BA6704377
2019-11-06,SOURCE_B70BA6704377
2019-11-06,SOURCE_B70BA6704377
2019-11-06,SOURCE_B70BA6704377
2019-11-06,SOURCE_B70BA6704377
2019-11-06,SOURCE_B70BA6704377
2019-11-06,SOURCE_B70BA6704377
2019-11-06,SOURCE_B70BA6704377
2019-11-06,SOURCE_B70BA6704377
2019-11-06,SOURCE_B70BA6704377
2019-11-06,SOURCE_B70BA6704377
2019-11-06,SOURCE_B70BA6704377
2019-11-06,SOURCE_B70BA6704377
2019-11-06,SOURCE_B70BA6704377
2019-11-06,SOURCE_B70BA6704377
2019-11-06,SOURCE_B70BA6704377
2019-11-06,SOURCE_B70BA6704377
2019-11-06,SOURCE_B70BA6704377
2019-11-06,SOURCE_B70BA6704377
2019-11-06,SOURCE_B70BA6704377
2019-11-06,SOURCE_B70BA6704377
2019-11-06,SOURCE_B70BA6704377
2019-11-06,SOURCE_B70BA6704377
2019-11-06,SOURCE_B70BA6704377
2019-11-09,SOURCE_F794B9D06F12
2019-11-09,SOURCE_F794B9D06F12
2019-11-09,SOURCE_F794B9D06F12
2019-11-09,SOURCE_F794B9D06F12
2019-11-09,SOURCE_F794B9D06F12
2019-11-09,SOURCE_F794B9D06F12
2019-11-09,SOURCE_F794B9D06F12
2019-11-09,SOURCE_F794B9D06F12
2019-11-09,SOURCE_F794B9D06F12
2019-11-09,SOURCE_F794B9D06F12
2019-11-09,SOURCE_F794B9D06F12
2019-11-09,SOURCE_F794B9D06F12
2019-11-09,SOURCE_F794B9D06F12
2019-11-09,SOURCE_F794B9D06F12
2019-11-09,SOURCE_F794B9D06F12
2019-11-09,SOURCE_F794B9D06F12
2019-11-09,SOURCE_F794B9D06F12
2019-11-09,SOURCE_F794B9D06F12
2019-11-09,SOURCE_F794B9D06F12
2019-11-09,SOURCE_F794B9D06F12
2019-11-09,SOURCE_F794B9D06F12
2019-11-09,SOURCE_F794B9D06F12
2019-11-09,SOURCE_F794B9D06F12
2019-11-09,SOURCE_F794B9D06F12
2019-11-09,SOURCE_F794B9D06F12
2019-11-09,SOURCE_F794B9D06F12
2019-11-09,SOURCE_F794B9D06F12
2019-11-09,SOURCE_F794B9D06F12
2019-11-09,SOURCE_F794B9D06F12
2019-11-09,SOURCE_F794B9D06F12
2019-11-10,SOURCE_6526F6DAD300
2019-11-10,SOURCE_6526F6DAD300
2019-11-10,SOURCE_6526F6DAD300
2019-11-10,SOURCE_6526F6DAD300
2019-11-10,SOURCE_6526F6DAD300
2019-11-10,SOURCE_6526F6DAD300
2019-11-10,SOURCE_6526F6DAD300
2019-11-10,SOURCE_6526F6DAD300
2019-11-10,SOURCE_6526F6DAD300
2019-11-10,SOURCE_6526F6DAD300
2019-11-10,SOURCE_6526F6DAD300
2019-11-10,SOURCE_6526F6DAD300
2019-11-10,SOURCE_6526F6DAD300
2019-11-10,SOURCE_6526F6DAD300
2019-11-10,SOURCE_6526F6DAD300
2019-11-10,SOURCE_6526F6DAD300
2019-11-10,SOURCE_6526F6DAD300
2019-11-10,SOURCE_6526F6DAD300
2019-11-10,SOURCE_6526F6DAD300
2019-11-10,SOURCE_6526F6DAD300
2019-11-10,SOURCE_6526F6DAD300
2019-11-10,SOURCE_6526F6DAD300
2019-11-10,SOURCE_6526F6DAD300
2019-11-10,SOURCE_6526F6DAD300
2019-11-10,SOURCE_6526F6DAD300
2019-11-10,SOURCE_6526F6DAD300
2019-11-10,SOURCE_6526F6DAD300
2019-11-10,SOURCE_6526F6DAD300
2019-11-10,SOURCE_6526F6DAD300
2019-11-10,SOURCE_6526F6DAD300
2019-11-11,SOURCE_384710F4A909
2019-11-11,SOURCE_384710F4A909
2019-11-11,SOURCE_384710F4A909
2019-11-11,SOURCE_384710F4A909
2019-11-11,SOURCE_384710F4A909
2019-11-11,SOURCE_384710F4A909
2019-11-11,SOURCE_384710F4A909
2019-11-11,SOURCE_384710F4A909
2019-11-11,SOURCE_384710F4A909
2019-11-11,SOURCE_384710F4A909
2019-11-11,SOURCE_384710F4A909
2019-11-11,SOURCE_384710F4A909
2019-11-11,SOURCE_384710F4A909
2019-11-11,SOURCE_384710F4A909
2019-11-11,SOURCE_384710F4A909
2019-11-11,SOURCE_384710F4A909
2019-11-11,SOURCE_384710F4A909
2019-11-11,SOURCE_384710F4A909
2019-11-11,SOURCE_384710F4A909
2019-11-11,SOURCE_384710F4A909
2019-11-11,SOURCE_384710F4A909
2019-11-11,SOURCE_384710F4A909
2019-11-11,SOURCE_384710F4A909
2019-11-11,SOURCE_384710F4A909
2019-11-11,SOURCE_384710F4A909
2019-11-11,SOURCE_384710F4A909
2019-11-11,SOURCE_384710F4A909
2019-11-11,SOURCE_384710F4A909
2019-11-11,SOURCE_384710F4A909
2019-11-11,SOURCE_384710F4A909
2019-11-12,SOURCE_ECA1F5DC0C53
2019-11-12,SOURCE_ECA1F5DC0C53
2019-11-12,SOURCE_ECA1F5DC0C53
2019-11-12,SOURCE_ECA1F5DC0C53
2019-11-12,SOURCE_ECA1F5DC0C53
2019-11-12,SOURCE_ECA1F5DC0C53
2019-11-12,SOURCE_ECA1F5DC0C53
2019-11-12,SOURCE_ECA1F5DC0C53
2019-11-12,SOURCE_ECA1F5DC0C53
2019-11-12,SOURCE_ECA1F5DC0C53
2019-11-12,SOURCE_ECA1F5DC0C53
2019-11-12,SOURCE_ECA1F5DC0C53
2019-11-12,SOURCE_ECA1F5DC0C53
2019-11-12,SOURCE_ECA1F5DC0C53
2019-11-12,SOURCE_ECA1F5DC0C53
2019-11-12,SOURCE_ECA1F5DC0C53
2019-11-12,SOURCE_ECA1F5DC0C53
2019-11-12,SOURCE_ECA1F5DC0C53
2019-11-12,SOURCE_ECA1F5DC0C53
2019-11-12,SOURCE_ECA1F5DC0C53
2019-11-12,SOURCE_ECA1F5DC0C53
2019-11-12,SOURCE_ECA1F5DC0C53
2019-11-12,SOURCE_ECA1F5DC0C53
