fecha_evento,albaran_id,eventos_total,eventos_override,coherence_before,coherence_after,policy_applied,policy_reason,run_id,ts_utc
2028-05-28,AE 479,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-05-28,ALBARAN_FOCUS,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-05-29,AE 481,3,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-05-29,AE 482,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-05-29,AE 483,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-05-29,AE 484,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-05-29,AE 485,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-05-29,AE 486,2,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-05-29,AE 487,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-05-30,AE 488,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-05-30,AE 489,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-05-31,AE 490,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-05-31,AE 491,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-05-31,AE 492,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-05-31,AE 493,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-06-03,AE 494,5,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-06-03,AE 495,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-06-03,AE 496,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-06-04,AE 497,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-06-04,AE 498,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-06-05,AE 499,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-06-05,AE 500,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-06-05,AE 501,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-06-05,AE 502,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-06-05,AE 503,3,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-06-05,AE 504,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-06-05,AE 505,3,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-06-05,AE 506,3,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-06-06,AE 507,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-06-06,AE 508,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-06-06,AE 509,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-06-07,AE 510,3,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-06-07,AE 513,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-06-07,AE 514,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-06-07,AE 516,2,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-06-10,AE 517,3,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-06-10,AE 518,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-06-10,AE 519,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-06-11,AE 520,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-06-11,AE 523,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-06-11,AE 524,2,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-06-11,AE 525,2,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-06-12,AE 526,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-06-12,AE 527,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-06-13,AE 528,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-06-13,AE 529,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-06-13,AE 530,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-06-13,AE 531,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-06-14,AE 533,2,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-06-14,AE 534,4,1,0.0,1.0,1,PRODUCT_002_follow_PRODUCT_003_SUPPLIER_009,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-06-14,AE 535,4,2,0.0,1.0,1,PRODUCT_002_follow_PRODUCT_003_SUPPLIER_009,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-06-17,AE 536,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-06-17,AE 537,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-06-17,AE 538,3,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-06-18,AE 539,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-06-18,AE 540,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-06-18,AE 541,2,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-06-18,AE 542,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-06-19,AE 543,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-06-19,AE 544,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-06-19,AE 545,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-06-20,AE 547,3,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2028-06-20,AE 548,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-01-03,AE 3,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-01-03,AE 4,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-01-03,AE 5,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-01-03,AE 6,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-01-07,AE 10,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-01-07,AE 7,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-01-07,AE 8,3,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-01-07,AE 9,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-01-08,AE 11,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-01-08,AE 12,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-01-08,AE 13,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-01-08,AE 14,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-01-09,AE 15,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-01-09,AE 16,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-01-09,AE 17,2,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-01-09,AE 18,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-01-10,AE 19,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-01-10,AE 20,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-01-13,AE 21,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-01-13,AE 22,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-01-14,AE 23,3,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-01-14,AE 24,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-01-14,AE 25,3,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-01-17,AE 33,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-01-17,AE 34,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-01-17,AE 35,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-01-17,AE 36,3,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-01-20,AE 37,3,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-01-20,AE 38,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-01-21,AE 39,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-01-21,AE 40,2,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-01-21,AE 41,2,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-01-21,AE 42,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-01-21,AE 43,3,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-01-22,AE 44,2,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-01-23,AE 45,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-01-23,AE 46,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-01-24,AE 47,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-01-24,AE 48,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-01-27,AE 49,3,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-01-27,AE 50,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-01-28,AE 51,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-01-28,AE 52,2,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-01-28,AE 53,2,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-01-28,AE 54,3,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-01-29,AE 55,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-01-29,AE 56,5,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-01-30,AE 57,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-01-30,AE 58,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-01-31,AE 59,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-01-31,AE 60,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-01-31,AE 61,3,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-01-31,AE 62,3,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-03,AE 63,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-03,AE 64,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-03,AE 65,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-03,AE 66,3,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-04,AE 69,3,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-04,AE 70,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-04,AE 71,3,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-05,AE 72,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-05,AE 73,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-05,AE 74,3,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-05,AE 75,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-06,AE 76,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-06,AE 77,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-06,AE 78,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-06,AE 79,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-06,AE 80,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-07,AE 81,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-07,AE 82,5,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-07,AE 83,3,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-07,AE 84,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-10,AE 85,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-10,AE 87,3,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-10,AE 88,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-11,AE 89,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-11,AE 90,3,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-11,AE 91,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-11,AE 92,3,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-11,AE 93,2,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-11,AE 94,3,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-11,AE 95,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-12,AE 96,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-12,AE 97,3,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-12,AE 98,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-12,AE 99,3,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-13,AE 100,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-13,AE 101,3,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-14,AE 102,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-14,AE 103,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-14,AE 104,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-14,AE 105,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-14,AE 106,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-17,AE 107,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-17,AE 108,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-17,AE 109,3,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-17,AE 110,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-17,AE 111,3,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-18,AE 112,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-18,AE 113,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-18,AE 114,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-18,AE 115,3,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-18,AE 116,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-19,AE 117,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-19,AE 118,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-19,AE 119,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-19,AE 120,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-19,AE 121,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-20,AE 122,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-20,AE 123,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-21,AE 124,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-21,AE 125,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-21,AE 126,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-24,AE 127,2,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-24,AE 128,3,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-25,AE 129,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-25,AE 130,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-25,AE 131,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-25,AE 132,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-25,AE 133,3,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-26,AE 134,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-26,AE 135,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-27,AE 136,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-27,AE 137,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-27,AE 138,2,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-27,AE 139,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-27,AE 140,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-02-27,AE 141,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-03-03,AE 142,4,1,0.0,1.0,1,PRODUCT_002_follow_PRODUCT_003_SUPPLIER_009,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-03-04,AE 143,3,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-03-04,AE 144,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-03-05,AE 145,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-03-05,AE 146,3,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-03-05,AE 147,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-03-05,AE 148,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-03-05,AE 149,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-03-05,AE 150,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-03-06,AE 151,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-03-06,AE 152,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-03-06,AE 153,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-03-06,AE 154,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-03-11,AE 159,3,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-03-11,AE 160,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-03-12,AE 161,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-03-12,AE 162,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-03-12,AE 163,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-03-13,AE 164,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-03-14,AE 165,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-03-17,AE 166,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-03-17,AE 167,2,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-03-18,AE 168,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-03-18,AE 169,3,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-03-19,AE 170,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-03-20,AE 171,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-03-21,AE 172,3,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-03-21,AE 173,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-03-21,AE 174,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-03-24,AE 175,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-03-24,AE 176,5,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-03-25,AE 177,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-03-25,AE 178,3,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-03-25,AE 179,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-03-26,AE 180,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-03-26,AE 181,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-03-26,AE 182,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-03-26,AE 183,3,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-03-27,AE 184,2,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-03-27,AE 185,3,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-03-27,AE 186,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-03-27,AE 187,3,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-03-27,AE 188,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-03-27,AE 189,3,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-03-28,AE 190,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-03-28,AE 191,3,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-03-28,AE 192,3,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-03-28,AE 193,3,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-03-28,AE 194,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-03-31,AE 195,1,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-03-31,AE 196,3,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-03-31,AE 197,2,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-03-31,AE 198,2,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-04-01,AE 199,3,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-04-01,AE 200,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-04-01,AE 201,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-04-02,AE 202,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-04-02,AE 203,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-04-02,AE 204,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-04-03,AE 205,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-04-04,AE 206,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-04-07,AE 207,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-04-07,AE 208,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-04-07,AE 209,4,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-04-07,AE 210,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-04-07,AE 211,2,0,,,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-04-08,AE 212,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
2029-04-08,AE 213,4,0,1.0,1.0,0,,20260305T160209Z,2026-03-05T16:02:09.052211+00:00
