run_id,day_id,model_variant,model_role,dataset_name,dataset_snapshot_hash,cutoff_date,test_events,accuracy,balanced_accuracy,f1_pos,top1_hit,top2_hit,coverage,delta_top2_vs_baseline,delta_bal_acc_vs_baseline,delta_coverage_vs_baseline,gate_top2_ok,gate_bal_acc_ok,gate_coverage_ok,gate_pass,promotion_decision,selection_rule,model_path,metadata_path,metrics_source,created_at_utc
20260306T_day05_run01,Day 05,V2_COMPETITION_CATBOOST_v1,candidate,dataset_modelo_v2_competition.csv,56adfa5f254fdbc51d234efe3d55359b38ad47d2b054f85125bf828f48a1d2be,2028-02-21,2633,0.926722,0.774493,0.662991,0.734523,0.858336,1.000000,0.000000,-0.090591,0.000000,false,false,true,false,keep_baseline,day05_phase1_base(CATBOOST on V2_COMPETITION) -> registry_gate(top2>=baseline+0.01 & bal_acc>=baseline+0.01 & coverage>=baseline-0.005),./models/candidates/day05_tabular/v2_competition_catboost_v1/20260306T_day05_run01/model.pkl,./models/candidates/day05_tabular/v2_competition_catboost_v1/20260306T_day05_run01/metadata.json,./artifacts/public/metrics/candidates/20260306/20260306T_day05_run01_V2_COMPETITION_CATBOOST_v1_metrics.json,2026-03-06T15:15:13.530556+00:00
20260306T_day05_run01,Day 05,V2_COMPETITION_LIGHTGBM_v1,candidate,dataset_modelo_v2_competition.csv,56adfa5f254fdbc51d234efe3d55359b38ad47d2b054f85125bf828f48a1d2be,2028-02-21,2633,0.924324,0.750865,0.633875,0.740980,0.865553,1.000000,0.007217,-0.114219,0.000000,false,false,true,false,keep_baseline,day05_phase1_base(LIGHTGBM on V2_COMPETITION) -> registry_gate(top2>=baseline+0.01 & bal_acc>=baseline+0.01 & coverage>=baseline-0.005),./models/candidates/day05_tabular/v2_competition_lightgbm_v1/20260306T_day05_run01/model.pkl,./models/candidates/day05_tabular/v2_competition_lightgbm_v1/20260306T_day05_run01/metadata.json,./artifacts/public/metrics/candidates/20260306/20260306T_day05_run01_V2_COMPETITION_LIGHTGBM_v1_metrics.json,2026-03-06T15:15:17.397825+00:00
20260306T_day05_run01,Day 05,V2_COMPETITION_XGBOOST_v1,candidate,dataset_modelo_v2_competition.csv,56adfa5f254fdbc51d234efe3d55359b38ad47d2b054f85125bf828f48a1d2be,2028-02-21,2633,0.924420,0.757905,0.641329,0.741360,0.861755,1.000000,0.003419,-0.107179,0.000000,false,false,true,false,keep_baseline,day05_phase1_base(XGBOOST on V2_COMPETITION) -> registry_gate(top2>=baseline+0.01 & bal_acc>=baseline+0.01 & coverage>=baseline-0.005),./models/candidates/day05_tabular/v2_competition_xgboost_v1/20260306T_day05_run01/model.pkl,./models/candidates/day05_tabular/v2_competition_xgboost_v1/20260306T_day05_run01/metadata.json,./artifacts/public/metrics/candidates/20260306/20260306T_day05_run01_V2_COMPETITION_XGBOOST_v1_metrics.json,2026-03-06T15:15:20.244511+00:00
20260306T_day05_run01,Day 05,V2_TRANSPORT_CARRY30D_ONLY_CATBOOST_v1,candidate,dataset_modelo_v2_transport_carry30d_only.csv,962ab46e4b9515664c3f6dc8766b296fe33a45320b13f225d494675fd5ead628,2028-02-21,2633,0.921830,0.751875,0.628871,0.746297,0.863654,1.000000,0.005318,-0.113209,0.000000,false,false,true,false,keep_baseline,day05_phase1_base(CATBOOST on V2_TRANSPORT_CARRY30D_ONLY) -> registry_gate(top2>=baseline+0.01 & bal_acc>=baseline+0.01 & coverage>=baseline-0.005),./models/candidates/day05_tabular/v2_transport_carry30d_only_catboost_v1/20260306T_day05_run01/model.pkl,./models/candidates/day05_tabular/v2_transport_carry30d_only_catboost_v1/20260306T_day05_run01/metadata.json,./artifacts/public/metrics/candidates/20260306/20260306T_day05_run01_V2_TRANSPORT_CARRY30D_ONLY_CATBOOST_v1_metrics.json,2026-03-06T15:15:42.780976+00:00
20260306T_day05_run01,Day 05,V2_TRANSPORT_CARRY30D_ONLY_LIGHTGBM_v1,candidate,dataset_modelo_v2_transport_carry30d_only.csv,962ab46e4b9515664c3f6dc8766b296fe33a45320b13f225d494675fd5ead628,2028-02-21,2633,0.922933,0.748444,0.627923,0.747436,0.883023,1.000000,0.024687,-0.116640,0.000000,true,false,true,false,keep_baseline,day05_phase1_base(LIGHTGBM on V2_TRANSPORT_CARRY30D_ONLY) -> registry_gate(top2>=baseline+0.01 & bal_acc>=baseline+0.01 & coverage>=baseline-0.005),./models/candidates/day05_tabular/v2_transport_carry30d_only_lightgbm_v1/20260306T_day05_run01/model.pkl,./models/candidates/day05_tabular/v2_transport_carry30d_only_lightgbm_v1/20260306T_day05_run01/metadata.json,./artifacts/public/metrics/candidates/20260306/20260306T_day05_run01_V2_TRANSPORT_CARRY30D_ONLY_LIGHTGBM_v1_metrics.json,2026-03-06T15:15:47.188478+00:00
20260306T_day05_run01,Day 05,V2_TRANSPORT_CARRY30D_ONLY_XGBOOST_v1,candidate,dataset_modelo_v2_transport_carry30d_only.csv,962ab46e4b9515664c3f6dc8766b296fe33a45320b13f225d494675fd5ead628,2028-02-21,2633,0.922789,0.752748,0.632084,0.766806,0.884922,1.000000,0.026586,-0.112336,0.000000,true,false,true,false,keep_baseline,day05_phase1_base(XGBOOST on V2_TRANSPORT_CARRY30D_ONLY) -> registry_gate(top2>=baseline+0.01 & bal_acc>=baseline+0.01 & coverage>=baseline-0.005),./models/candidates/day05_tabular/v2_transport_carry30d_only_xgboost_v1/20260306T_day05_run01/model.pkl,./models/candidates/day05_tabular/v2_transport_carry30d_only_xgboost_v1/20260306T_day05_run01/metadata.json,./artifacts/public/metrics/candidates/20260306/20260306T_day05_run01_V2_TRANSPORT_CARRY30D_ONLY_XGBOOST_v1_metrics.json,2026-03-06T15:15:51.244877+00:00
20260306T_day05_run02,Day 05.1,V2_LIGHTGBM_CLASS_WEIGHT_BALANCED_v1,candidate,dataset_modelo_proveedor_v2_candidates.csv,aac4bad75b3b24c390c624be08b00d86534bf15b58ebce47e72bae813c0f6454,2028-02-21,2633,0.895310,0.874296,0.671185,0.748576,0.889100,1.000000,0.030764,0.009212,0.000000,true,false,true,false,keep_baseline,"day05_1_balanced_native_base(LIGHTGBM on V2, class_weight=balanced) -> registry_gate(top2>=baseline+0.01 & bal_acc>=baseline+0.01 & coverage>=baseline-0.005)",./models/candidates/day05_1_balanced_trees/v2_lightgbm_class_weight_balanced_v1/20260306T_day05_run02/model.pkl,./models/candidates/day05_1_balanced_trees/v2_lightgbm_class_weight_balanced_v1/20260306T_day05_run02/metadata.json,./artifacts/public/metrics/candidates/20260306/20260306T_day05_run02_V2_LIGHTGBM_CLASS_WEIGHT_BALANCED_v1_metrics.json,2026-03-06T15:46:46.839903+00:00
20260306T_day05_run02,Day 05.1,V2_XGBOOST_SCALE_POS_WEIGHT_v1,candidate,dataset_modelo_proveedor_v2_candidates.csv,aac4bad75b3b24c390c624be08b00d86534bf15b58ebce47e72bae813c0f6454,2028-02-21,2633,0.867543,0.869778,0.624626,0.744398,0.876187,1.000000,0.017851,0.004694,0.000000,true,false,true,false,keep_baseline,"day05_1_balanced_native_base(XGBOOST on V2, scale_pos_weight=9.578185) -> registry_gate(top2>=baseline+0.01 & bal_acc>=baseline+0.01 & coverage>=baseline-0.005)",./models/candidates/day05_1_balanced_trees/v2_xgboost_scale_pos_weight_v1/20260306T_day05_run02/model.pkl,./models/candidates/day05_1_balanced_trees/v2_xgboost_scale_pos_weight_v1/20260306T_day05_run02/metadata.json,./artifacts/public/metrics/candidates/20260306/20260306T_day05_run02_V2_XGBOOST_SCALE_POS_WEIGHT_v1_metrics.json,2026-03-06T15:46:49.614404+00:00
20260306T_day05_run02,Day 05.1,V2_TRANSPORT_ONLY_LIGHTGBM_CLASS_WEIGHT_BALANCED_v1,candidate,dataset_modelo_v2_transport_only.csv,3a2fe657f7b5c5fe73797b74cb9aafc7911090248711b747eb570ff86a2c2c68,2028-02-21,2633,0.900681,0.881431,0.685115,0.772503,0.882643,1.000000,0.024307,0.016347,0.000000,true,true,true,true,promote,"day05_1_balanced_native_base(LIGHTGBM on V2_TRANSPORT_ONLY, class_weight=balanced) -> registry_gate(top2>=baseline+0.01 & bal_acc>=baseline+0.01 & coverage>=baseline-0.005)",./models/candidates/day05_1_balanced_trees/v2_transport_only_lightgbm_class_weight_balanced_v1/20260306T_day05_run02/model.pkl,./models/candidates/day05_1_balanced_trees/v2_transport_only_lightgbm_class_weight_balanced_v1/20260306T_day05_run02/metadata.json,./artifacts/public/metrics/candidates/20260306/20260306T_day05_run02_V2_TRANSPORT_ONLY_LIGHTGBM_CLASS_WEIGHT_BALANCED_v1_metrics.json,2026-03-06T15:46:54.444946+00:00
20260306T_day05_run02,Day 05.1,V2_TRANSPORT_ONLY_XGBOOST_SCALE_POS_WEIGHT_v1,candidate,dataset_modelo_v2_transport_only.csv,3a2fe657f7b5c5fe73797b74cb9aafc7911090248711b747eb570ff86a2c2c68,2028-02-21,2633,0.874017,0.863573,0.630052,0.735283,0.868971,1.000000,0.010635,-0.001511,0.000000,true,false,true,false,keep_baseline,"day05_1_balanced_native_base(XGBOOST on V2_TRANSPORT_ONLY, scale_pos_weight=9.578185) -> registry_gate(top2>=baseline+0.01 & bal_acc>=baseline+0.01 & coverage>=baseline-0.005)",./models/candidates/day05_1_balanced_trees/v2_transport_only_xgboost_scale_pos_weight_v1/20260306T_day05_run02/model.pkl,./models/candidates/day05_1_balanced_trees/v2_transport_only_xgboost_scale_pos_weight_v1/20260306T_day05_run02/metadata.json,./artifacts/public/metrics/candidates/20260306/20260306T_day05_run02_V2_TRANSPORT_ONLY_XGBOOST_SCALE_POS_WEIGHT_v1_metrics.json,2026-03-06T15:46:57.462607+00:00
20260306T_day05_run02,Day 05.1,V2_TRANSPORT_CARRY30D_ONLY_LIGHTGBM_CLASS_WEIGHT_BALANCED_v1,candidate,dataset_modelo_v2_transport_carry30d_only.csv,962ab46e4b9515664c3f6dc8766b296fe33a45320b13f225d494675fd5ead628,2028-02-21,2633,0.898187,0.873831,0.676026,0.764907,0.890999,1.000000,0.032663,0.008747,0.000000,true,false,true,false,keep_baseline,"day05_1_balanced_native_base(LIGHTGBM on V2_TRANSPORT_CARRY30D_ONLY, class_weight=balanced) -> registry_gate(top2>=baseline+0.01 & bal_acc>=baseline+0.01 & coverage>=baseline-0.005)",./models/candidates/day05_1_balanced_trees/v2_transport_carry30d_only_lightgbm_class_weight_balanced_v1/20260306T_day05_run02/model.pkl,./models/candidates/day05_1_balanced_trees/v2_transport_carry30d_only_lightgbm_class_weight_balanced_v1/20260306T_day05_run02/metadata.json,./artifacts/public/metrics/candidates/20260306/20260306T_day05_run02_V2_TRANSPORT_CARRY30D_ONLY_LIGHTGBM_CLASS_WEIGHT_BALANCED_v1_metrics.json,2026-03-06T15:47:08.110091+00:00
20260306T_day05_run02,Day 05.1,V2_TRANSPORT_CARRY30D_ONLY_XGBOOST_SCALE_POS_WEIGHT_v1,candidate,dataset_modelo_v2_transport_carry30d_only.csv,962ab46e4b9515664c3f6dc8766b296fe33a45320b13f225d494675fd5ead628,2028-02-21,2633,0.875935,0.867433,0.635377,0.746297,0.869351,1.000000,0.011015,0.002349,0.000000,true,false,true,false,keep_baseline,"day05_1_balanced_native_base(XGBOOST on V2_TRANSPORT_CARRY30D_ONLY, scale_pos_weight=9.578185) -> registry_gate(top2>=baseline+0.01 & bal_acc>=baseline+0.01 & coverage>=baseline-0.005)",./models/candidates/day05_1_balanced_trees/v2_transport_carry30d_only_xgboost_scale_pos_weight_v1/20260306T_day05_run02/model.pkl,./models/candidates/day05_1_balanced_trees/v2_transport_carry30d_only_xgboost_scale_pos_weight_v1/20260306T_day05_run02/metadata.json,./artifacts/public/metrics/candidates/20260306/20260306T_day05_run02_V2_TRANSPORT_CARRY30D_ONLY_XGBOOST_SCALE_POS_WEIGHT_v1_metrics.json,2026-03-06T15:47:14.231794+00:00
20260306T_day05_run02,Day 05.1,V2_TRANSPORT_ONLY_LIGHTGBM_CLASS_WEIGHT_BALANCED_v1_WITH_DETERMINISTIC_LAYER_PRODUCT_002_FOLLOW_PRODUCT_003_SUPPLIER_009_v1,candidate,dataset_modelo_v2_transport_only.csv,3a2fe657f7b5c5fe73797b74cb9aafc7911090248711b747eb570ff86a2c2c68,2028-02-21,2633,0.900681,0.881431,0.685115,0.776681,0.883403,1.000000,0.025067,0.016347,0.000000,true,true,true,false,keep_baseline,policy_gate(top1>baseline & top2>=baseline & bal_acc>=baseline & coverage>=baseline-0.005 & coherence_after>=before & overrides_harmed==0),./models/candidates/day05_1_balanced_trees/v2_transport_only_lightgbm_class_weight_balanced_v1/20260306T_day05_run02/model.pkl,./models/candidates/day05_1_balanced_trees/v2_transport_only_lightgbm_class_weight_balanced_v1/20260306T_day05_run02/metadata.json,./artifacts/public/metrics/candidates/20260306/20260306T_day05_run02_V2_TRANSPORT_ONLY_LIGHTGBM_CLASS_WEIGHT_BALANCED_v1_WITH_DETERMINISTIC_LAYER_PRODUCT_002_FOLLOW_PRODUCT_003_SUPPLIER_009_v1_metrics.json,2026-03-06T15:47:22.722706+00:00
20260306T_day05_run03,Day 05.2,V2_TRANSPORT_ONLY_LIGHTGBM_CLASS_WEIGHT_BALANCED_TUNED_v1,candidate,dataset_modelo_v2_transport_only.csv,3a2fe657f7b5c5fe73797b74cb9aafc7911090248711b747eb570ff86a2c2c68,2028-02-21,2633,0.909217,0.869909,0.694530,0.747057,0.882264,1.000000,0.023928,0.004825,0.000000,true,false,true,false,keep_day051_champion,"day05_2_short_tuning(LIGHTGBM on V2_TRANSPORT_ONLY, class_weight=balanced) -> cv_rank(top2_hit, balanced_accuracy, f1_pos) -> compare_vs_day05_1_champion(delta>=0.002 on one key metric, other>=-0.003, coverage>=champion-0.005)",./models/candidates/day05_2_short_tuning/v2_transport_only_lightgbm_class_weight_balanced_tuned_v1/20260306T_day05_run03/model.pkl,./models/candidates/day05_2_short_tuning/v2_transport_only_lightgbm_class_weight_balanced_tuned_v1/20260306T_day05_run03/metadata.json,./artifacts/public/metrics/candidates/20260306/20260306T_day05_run03_V2_TRANSPORT_ONLY_LIGHTGBM_CLASS_WEIGHT_BALANCED_TUNED_v1_metrics.json,2026-03-06T16:43:58.742308+00:00
20260306T_day05_run03,Day 05.2,V2_TRANSPORT_ONLY_LIGHTGBM_CLASS_WEIGHT_BALANCED_TUNED_ALT_v1,candidate,dataset_modelo_v2_transport_only.csv,3a2fe657f7b5c5fe73797b74cb9aafc7911090248711b747eb570ff86a2c2c68,2028-02-21,2633,0.854978,0.865512,0.605016,0.766426,0.876567,1.000000,0.018231,0.000428,0.000000,true,false,true,false,keep_day051_champion,"day05_2_short_tuning(LIGHTGBM on V2_TRANSPORT_ONLY, class_weight=balanced) -> cv_rank(top2_hit, balanced_accuracy, f1_pos) -> compare_vs_day05_1_champion(delta>=0.002 on one key metric, other>=-0.003, coverage>=champion-0.005)",./models/candidates/day05_2_short_tuning/v2_transport_only_lightgbm_class_weight_balanced_tuned_alt_v1/20260306T_day05_run03/model.pkl,./models/candidates/day05_2_short_tuning/v2_transport_only_lightgbm_class_weight_balanced_tuned_alt_v1/20260306T_day05_run03/metadata.json,./artifacts/public/metrics/candidates/20260306/20260306T_day05_run03_V2_TRANSPORT_ONLY_LIGHTGBM_CLASS_WEIGHT_BALANCED_TUNED_ALT_v1_metrics.json,2026-03-06T16:43:58.781814+00:00
20260310T093320Z,Day 05.4,day054_go_b_dominant_fallback_to_baseline_v1,candidate,dataset_modelo_v2_transport_only.csv,3a2fe657f7b5c5fe73797b74cb9aafc7911090248711b747eb570ff86a2c2c68,2028-02-21,2633,0.942643,0.882539,0.779336,0.800228,0.881504,1.000000,0.023168,0.017455,0.000000,true,true,true,true,promote,policy_gate(top1>baseline & top2>=baseline & bal_acc>=baseline & coverage>=baseline-0.005 & coherence_after>=before & overrides_harmed==0),./models/public/champion_pure/model.pkl,./models/public/champion_pure/metadata.json,./artifacts/public/postinferencia/audits/20260310/day054_comparable_holdout_summary_day054_go_b_dominant_fallback_to_baseline_v1_20260310T093320Z.json,2026-03-10T09:33:41.813751+00:00
20260310T110104Z,Day 05.4,day054_run_closure_keep_current_operational_policy_v1,candidate,dataset_modelo_v2_transport_only.csv,3a2fe657f7b5c5fe73797b74cb9aafc7911090248711b747eb570ff86a2c2c68,2028-02-21,2633,0.891617,0.865847,0.659536,0.789594,0.860235,1.000000,0.001899,0.000763,0.000000,true,true,true,true,keep_current_operational_policy,day054_repair_reaffirm_keep_current_operational_policy_after_exact_preflight_and_without_valid_day054_promotion,./models/candidates/day041_ablation/v2_transport_only_lr_smote_0_5_v1/20260306T_day04_rerun_day041_train/model.pkl,./models/candidates/day041_ablation/v2_transport_only_lr_smote_0_5_v1/20260306T_day04_rerun_day041_train/metadata.json,./artifacts/public/metrics/day05_4/20260310T110104Z_registry_reaffirmation_metrics.json,2026-03-10T11:01:30.049313+00:00
20260310T132832Z,Day 05.4b,day054b_run_closure_keep_current_operational_policy_v1,candidate,dataset_modelo_v2_transport_only.csv,3a2fe657f7b5c5fe73797b74cb9aafc7911090248711b747eb570ff86a2c2c68,2028-02-21,2633,0.891617,0.865847,0.659536,0.789594,0.860235,1.000000,0.001899,0.000763,0.000000,true,true,true,true,keep_current_operational_policy,day054b_audited_keep_current_operational_policy_after_residual_precision_and_composite_gate,./models/candidates/day041_ablation/v2_transport_only_lr_smote_0_5_v1/20260306T_day04_rerun_day041_train/model.pkl,./models/candidates/day041_ablation/v2_transport_only_lr_smote_0_5_v1/20260306T_day04_rerun_day041_train/metadata.json,./artifacts/public/metrics/day05_4/20260310T132832Z_registry_reaffirmation_metrics.json,2026-03-10T13:28:48.389529+00:00
20260310T140709Z,Day 05.4c,day054c_run_closure_keep_current_operational_policy_v1,candidate,dataset_modelo_v2_transport_only.csv,3a2fe657f7b5c5fe73797b74cb9aafc7911090248711b747eb570ff86a2c2c68,2028-02-21,2633,0.891617,0.865847,0.659536,0.789594,0.860235,1.000000,0.001899,0.000763,0.000000,true,true,true,true,keep_current_operational_policy,day054c_audited_keep_current_operational_policy_after_SUPPLIER_050_rank2_hardening_and_composite_gate,./models/candidates/day041_ablation/v2_transport_only_lr_smote_0_5_v1/20260306T_day04_rerun_day041_train/model.pkl,./models/candidates/day041_ablation/v2_transport_only_lr_smote_0_5_v1/20260306T_day04_rerun_day041_train/metadata.json,./artifacts/public/metrics/day05_4/20260310T140709Z_registry_reaffirmation_metrics.json,2026-03-10T14:07:26.876490+00:00
